"rm";"id_projeto";"projeto";"tipo_rm";"titulo";"criacao_rm";"termino_rm";"data_corte";"is_backlog"
23058;17;GSAN;Atendimento;QUERYS GEV DE DEZEMBRO DE 2018;"16/01/2019";"21/01/2019";"01/03/2017";0
23059;17;GSAN;Atendimento;Erro de negociação (parcelamento) na Loja Virtual;"17/01/2019";"26/02/2019";"01/03/2017";0
23060;77;GIS Compesa;Evoluções e Novos Projetos;Providenciar Informações para o GIS Nova Olinda;"17/01/2019";"01/02/2019";"01/03/2017";0
23061;77;GIS Compesa;Evoluções e Novos Projetos;Integrar as informações do Portal Cooperação com os dataloggers;"17/01/2019";"25/01/2019";"01/03/2017";0
23062;17;GSAN;Atendimento;Relação de Matrículas com Contrato de Demanda;"17/01/2019";"25/01/2019";"01/03/2017";0
23063;17;GSAN;Correções;URGENTE: CORRIGIR TELA DE SIMULAR CALCULO DA CONTA - O CALCULO DO ESGOTO ESTA SENDO FEITO ERRADO QUANDO EXISTE DESCONTO NO PERCENTUAL DE COLETA;"17/01/2019";;"01/03/2017";0
23064;28;SIC;Evoluções e Novos Projetos;CIA - Pesquisa;"17/01/2019";"03/05/2019";"01/03/2017";0
23065;16;SGCQ;Atendimento;Reabrir amostra para analise;"17/01/2019";"18/01/2019";"01/03/2017";0
23066;17;GSAN;Corretiva;Bug na funcionalidade de Trâmite para unidades desativadas;"17/01/2019";"26/03/2019";"01/03/2017";0
23067;17;GSAN;Atendimento;boletim de medição e TXT pagamentos;"17/01/2019";"25/01/2019";"01/03/2017";0
23068;17;GSAN;Atendimento;Desativar caixa 4835;"17/01/2019";"27/02/2019";"01/03/2017";0
23069;17;GSAN;Atendimento;unidades de atendimento (caixas do GSAN) subordinadas à caixa GNM Norte (Código 9743);"17/01/2019";"28/01/2019";"01/03/2017";0
23070;17;GSAN;Atendimento;Excluir cliente da tarifa social;"18/01/2019";"27/02/2019";"01/03/2017";0
23071;17;GSAN;Atendimento;PROCESSOS PARA EXECUCAO DIARIA;"18/01/2019";"21/01/2019";"01/03/2017";0
23072;17;GSAN;Evolutiva;Ajuste do Layout das transacoes LogPro 2.0;"18/01/2019";"08/05/2019";"01/03/2017";0
23073;17;GSAN;Atendimento;O MESMO HIDRÔMETRO CADASTRADO NA PENA COMPESA E POÇO;"18/01/2019";"27/02/2019";"01/03/2017";0
23074;17;GSAN;Atendimento;baixa de fatura;"18/01/2019";"21/01/2019";"01/03/2017";0
23075;17;GSAN;Atendimento;Query - Volume Consumido - Ano 2016;"18/01/2019";"21/01/2019";"01/03/2017";0
23076;17;GSAN;Atendimento;"6 - GERAR DOCUMENTO DE COBRANCA - EVENTUAL (CORTE FISICO)";"18/01/2019";"21/01/2019";"01/03/2017";0
23077;39;GABI;Atendimento;GABI Projetos;"18/01/2019";"29/04/2019";"01/03/2017";0
23078;17;GSAN;Evolutiva;DESCENTRALIZAÇÃO DO PROCESSO DE ATUALIZAÇÃO CADASTRAL;"18/01/2019";;"01/03/2017";0
23079;77;GIS Compesa;Atendimento;Criar visão no GIS para Campanha Verão Legal - Interior;"18/01/2019";"06/02/2019";"01/03/2017";0
23080;17;GSAN;Atendimento;PLANILHA GHI BRK PE | Solicitação;"21/01/2019";"30/01/2019";"01/03/2017";0
23081;77;GIS Compesa;Atendimento;Ajustes nos Indicadores - Dashboard Cadastro Comercial (Cont. RM 22850);"21/01/2019";"08/02/2019";"01/03/2017";0
23082;17;GSAN;Atendimento;GSAN COBRANÇA;"21/01/2019";"21/01/2019";"01/03/2017";0
23083;17;GSAN;Evolutiva;Queries para Criação dos Lançamentos Contábeis de Faturamento III;"21/01/2019";"22/01/2019";"01/03/2017";0
23084;17;GSAN;Atendimento;Excluir Situação de Cobrança - Carta Enviada BVS;"21/01/2019";"19/02/2019";"01/03/2017";0
23085;17;GSAN;Atendimento;LEVANTAR PARAMETROS DO SISTEMA QUANDO DA EXECUÇÃO DO CORTE POR DEBITO;"21/01/2019";"28/01/2019";"01/03/2017";0
23086;17;GSAN;Atendimento;Encerramento de Contrato de Demanda no GSAN;"21/01/2019";"28/01/2019";"01/03/2017";0
23087;17;GSAN;Correções;Erro no Virtual II - matrícula 61041605;"22/01/2019";"09/05/2019";"01/03/2017";0
23088;17;GSAN;Atendimento;Reativar as matrículas 27690246 / 17901796 / 108743870 / 10052939;"22/01/2019";"31/01/2019";"01/03/2017";0
23089;3;Alpha;Atendimento;CONSULTA ORDEM DE COMPRA - ERRO ALPHA;"22/01/2019";"12/02/2019";"01/03/2017";0
23090;3;Alpha;Atendimento;Baixar aplicativo do Alpha no Desktop;"22/01/2019";"08/03/2019";"01/03/2017";0
23091;17;GSAN;Evolutiva;Evitar a solicitação da exclusão de um imóvel se o mesmo estiver em processo de faturamento;"22/01/2019";;"01/03/2017";0
23092;17;GSAN;Atendimento;Projeto Petrolina - Atualização de Carteiras;"22/01/2019";"25/01/2019";"01/03/2017";0
23093;17;GSAN;Evolutiva;Queries para Criação dos Lançamentos Contábeis de Faturamento IV;"22/01/2019";"22/01/2019";"01/03/2017";0
23094;3;Alpha;Atendimento;Ativação de perfil Alpha para williamnicacio;"22/01/2019";;"01/03/2017";0
23095;77;GIS Compesa;Evoluções e Novos Projetos;"Adição de itens na ferramenta consulta ""Giscomp Comercial e Técnico"" para Nível 1";"22/01/2019";"24/01/2019";"01/03/2017";0
23096;17;GSAN;Atendimento;Solicito retirar da caixa 4820 todos os RAs pendentes de instalação de ramal de água com  hidrômetro da GNM CENTRO NORTE e tramitar para a caixa da CSV CENTRO NORTE.;"22/01/2019";"22/01/2019";"01/03/2017";0
23097;17;GSAN;Evolutiva;Queries para Criação dos Lançamentos Contábeis de Faturamento V;"22/01/2019";"23/01/2019";"01/03/2017";0
23098;3;Alpha;Atendimento;Criação de Login do Alpha - Danielle Torres Teixeira;"22/01/2019";"27/02/2019";"01/03/2017";0
23099;17;GSAN;Evolutiva;Relatório LOGPRO;"23/01/2019";"25/01/2019";"01/03/2017";0
23100;77;GIS Compesa;Atendimento;DELIMITAÇÃO DE ÁREAS PARA CONSTRUÇÃO POÇO - LOCALIDADE DE SOMBRA DO ONIPOTENTE, PAULISTA/PE;"23/01/2019";;"01/03/2017";0
23101;28;SIC;Evoluções e Novos Projetos;Adequar unidades de esgoto (comunicados) com o cadastro de patrimônio;"23/01/2019";"07/02/2019";"01/03/2017";0
23102;17;GSAN;Atendimento;listar relçação de funcionarios com acesso especial para condomínio e varejo;"23/01/2019";"19/02/2019";"01/03/2017";0
23103;38;BI Desenvolvimento;Correções;Divergência na totalização do Valor Total  do Débito Banco / Gerência Clientes em Débito Automático;"23/01/2019";"25/01/2019";"01/03/2017";0
23104;77;GIS Compesa;Correções;Correção nos valores do ICA;"23/01/2019";"28/02/2019";"01/03/2017";0
23105;77;GIS Compesa;Evoluções e Novos Projetos;Levantamento da adutora de TAPACURÁ;"23/01/2019";"04/02/2019";"01/03/2017";0
23106;28;SIC;Correções;Instabilidade no Portal de Suprimentos;"23/01/2019";"30/01/2019";"01/03/2017";0
23107;17;GSAN;Atendimento;"6 - GERAR DOCUMENTO DE COBRANCA - EVENTUAL (CARTA NEGOCIACAO)";"23/01/2019";"31/01/2019";"01/03/2017";0
23108;61;SIG - Sistema Informações Gerenciais;Evoluções e Novos Projetos;Adição de atributos no arquivo VOLUME OPERACIONAL - BALANÇO HÍDRICO;"23/01/2019";;"01/03/2017";0
23109;3;Alpha;Atendimento;Criar novo usuario Alpha;"24/01/2019";"27/02/2019";"01/03/2017";0
23110;17;GSAN;Atendimento;Matriculas Lote 6 varejo;"24/01/2019";"31/01/2019";"01/03/2017";0
23111;17;GSAN;Atendimento;Queries para Criação dos Lançamentos Contábeis de Faturamento VI;"24/01/2019";"08/02/2019";"01/03/2017";0
23112;17;GSAN;Atendimento;Correção de planilha IPMA - Datas retroativas;"24/01/2019";"14/02/2019";"01/03/2017";0
23113;17;GSAN;Evolutiva;Melhoria nas Funcionalidades de Contrato de Demanda e Conta Fixa para adequação à Norma de Segmentação - Criação de única Funcionalidade;"24/01/2019";;"01/03/2017";0
23114;17;GSAN;Corretiva;GERAR DADOS DIARIOS ARRECADACAO;"25/01/2019";;"01/03/2017";0
23115;17;GSAN;Atendimento;Ajustar o Aplicativo GSAN AC para funcionar para qualquer configuração de TABLET;"25/01/2019";"30/01/2019";"01/03/2017";0
23116;77;GIS Compesa;Atendimento;Arquivos MDT e SB;"25/01/2019";"29/01/2019";"01/03/2017";0
23117;3;Alpha;Atendimento;Erro Ordem de Compra - demanda urgente!;"25/01/2019";;"01/03/2017";0
23118;17;GSAN;Atendimento;RD 12/2016;"25/01/2019";"01/02/2019";"01/03/2017";0
23119;17;GSAN;Atendimento;RD 12/2016;"25/01/2019";"01/02/2019";"01/03/2017";0
23120;17;GSAN;Corretiva;Retirada do valor de Acréscimo - Pagamento Cartao;"25/01/2019";"19/02/2019";"01/03/2017";0
23121;17;GSAN;Atendimento;"6 - GERAR DOCUMENTO DE COBRANCA - EVENTUAL (CARTA NEGOCIACAO)";"25/01/2019";"04/02/2019";"01/03/2017";0
23122;17;GSAN;Atendimento;ALTERAÇÃO NA SITUAÇÃO DE ESGOTO PARA FORA DE USO POR CORTE A PEDIDO - PARTE 1;"25/01/2019";"08/04/2019";"01/03/2017";0
23123;17;GSAN;Atendimento;Atualização Query imóveis cortados e religados no período julho 2018 a janeiro 2019;"25/01/2019";"29/01/2019";"01/03/2017";0
23124;17;GSAN;Evolutiva;ALTERAÇÃO NA SITUAÇÃO DE ESGOTO PARA FORA DE USO POR CORTE A PEDIDO - PARTE 2 (Complemento da RM 23122);"25/01/2019";;"01/03/2017";0
23125;17;GSAN;Evolutiva;Alteração na situação da ligação de ESGOTO FORA DE USO quando houver solicitação de RELIGAÇÃO ou RESTABELECIMENTO;"25/01/2019";;"01/03/2017";0
23126;17;GSAN;Atendimento;Reativar matrícula 75035128;"25/01/2019";"28/01/2019";"01/03/2017";0
23127;17;GSAN;Atendimento;AVISO DE CORTE;"25/01/2019";"29/01/2019";"01/03/2017";0
23128;17;GSAN;Corretiva;Problema no registro de Telefones;"25/01/2019";;"01/03/2017";0
23129;17;GSAN;Atendimento;ATU. DADOS IMOVEL PELO RECADASTRAMENTO;"26/01/2019";"06/02/2019";"01/03/2017";0
23130;17;GSAN;Atendimento;PROCESSO 282 - ATU. DADOS IMOVEL PELO RECADASTRAMENTO - ERRO NO SEQ 1;"27/01/2019";"31/01/2019";"01/03/2017";0
23131;17;GSAN;Atendimento;Processo  5 - GERAR DADOS DIARIOS ARRECADACAO;"27/01/2019";"28/01/2019";"01/03/2017";0
23132;17;GSAN;Atendimento;Erro ao gerar o roteiro de Fiscalização Localidade Jenipapo Setor 336;"28/01/2019";"28/01/2019";"01/03/2017";0
23133;3;Alpha;Atendimento;Requisição de Compra Via Projeto dando erro;"28/01/2019";"05/02/2019";"01/03/2017";0
23134;38;BI Desenvolvimento;Atendimento;Substituir arquivo de carga dos dados L_DISTRIBUIDO_INDICADOR por L_INDICADOR e L_BALANÇO_HIDRICO na rotina de atualização;"28/01/2019";"07/02/2019";"01/03/2017";0
23135;17;GSAN;Atendimento;query com os serviços de leitura  e entrega de contas por grupo de faturamento;"28/01/2019";"29/01/2019";"01/03/2017";0
23136;17;GSAN;Evolutiva;Adicionar Botão Imprimir e Botão Manter RA no popup de consultar dados do RA;"28/01/2019";;"01/03/2017";0
23137;17;GSAN;Atendimento;Erro na Funcionalidade Manter Contrato de Demanda (Shopping Patteo - mat 105371238);"28/01/2019";;"01/03/2017";0
23138;17;GSAN;Atendimento;Reativar matrícula 108743870;"28/01/2019";"31/01/2019";"01/03/2017";0
23139;17;GSAN;Corretiva;Problemas no GSAN com as informações complementares;"28/01/2019";;"01/03/2017";0
23140;77;GIS Compesa;Evoluções e Novos Projetos;Alteração da veiculação dos e-mail de solicitação de acesso ao service desk;"28/01/2019";"01/03/2019";"01/03/2017";0
23141;61;SIG - Sistema Informações Gerenciais;Atendimento;Inlcusão de Planilha de Inadimplência no SIG, com atualização diária.;"28/01/2019";"01/02/2019";"01/03/2017";0
23142;28;SIC;Atendimento;COMITÊ DE ÉTICA - EXCLUSÃO DE RELATOS;"28/01/2019";"29/01/2019";"01/03/2017";0
23143;17;GSAN;Atendimento;Query com todas as matrículas da GNM Norte;"28/01/2019";"08/02/2019";"01/03/2017";0
23144;17;GSAN;Evolutiva;Caracteres Especiais;"28/01/2019";;"01/03/2017";0
23145;17;GSAN;Evolutiva;Vencimento Alternativo;"28/01/2019";;"01/03/2017";0
23146;17;GSAN;Corretiva;PROCESSO 282 - ATU. DADOS IMOVEL PELO RECADASTRAMENTO - ERRO NO SEQ 1;"29/01/2019";"05/02/2019";"01/03/2017";0
23147;77;GIS Compesa;Evoluções e Novos Projetos;DESENVOLVIMENTO DO SERVIÇO GIS COBRANÇA;"29/01/2019";;"01/03/2017";0
23148;28;SIC;Atendimento;Informação da Data do Remanejamento;"29/01/2019";;"01/03/2017";0
23149;38;BI Desenvolvimento;Atendimento;[COMERCIAL] OS No Prazo ou Fora do Prazo;"29/01/2019";"31/01/2019";"01/03/2017";0
23150;17;GSAN;Atendimento;Criação de Ambiente para envio de Cobrança pelas Empresas de Telecobrança;"29/01/2019";;"01/03/2017";0
23151;28;SIC;Evoluções e Novos Projetos;COMITÊ DE ÉTICA - ENVIO DE E-MAIL E CADASTRO DOS MEMBROS;"29/01/2019";;"01/03/2017";0
23152;3;Alpha;Atendimento;Alteração de Departamento para usuário ALPHA;"29/01/2019";"01/03/2019";"01/03/2017";0
23153;13;JUSCOMPESA;Atendimento;Obrigações de Fazer - JusCompesa - Ajustes;"29/01/2019";"22/03/2019";"01/03/2017";0
23154;28;SIC;Atendimento;Liberação de acesso ao Portal de Suprimentos;"29/01/2019";"25/03/2019";"01/03/2017";0
23155;61;SIG - Sistema Informações Gerenciais;Atendimento;ajustes na planilha de devedores do SIG;"29/01/2019";;"01/03/2017";0
23156;77;GIS Compesa;Evoluções e Novos Projetos;Nova estrutura das camadas do GIS Cadastro Técnico - Sistema de Abastecimento de Água (SAA);"29/01/2019";;"01/03/2017";0
23157;38;BI Desenvolvimento;Atendimento;[COMERCIAL] Autorizar acesso do Consórcio Tecnoáguas ao B.I Analítico e criar filtro Grupo Faturado;"30/01/2019";"10/04/2019";"01/03/2017";0
23158;17;GSAN;Corretiva;URGENTE: COBRANCA DE RATEIO CONSTA NA FATURA DO SISTEMA, MAS NÃO CONSTA NA FATURA IMPRESSA NA SIMULTANEA;"30/01/2019";"27/02/2019";"01/03/2017";0
23159;17;GSAN;Atendimento;Atualização da planilha resultante REDMINE 22930;"30/01/2019";"30/01/2019";"01/03/2017";0
23160;17;GSAN;Atendimento;ARQUIVO PARTES RELACIONADAS 03/2019;"30/01/2019";"27/02/2019";"01/03/2017";0
23161;17;GSAN;Atendimento;COMPOSIÇÃO CONTA A RECEBER DEZEMBRO 2018;"30/01/2019";"27/02/2019";"01/03/2017";0
23162;72;Gestão de Normativos;Atendimento;GPO-ITR-001-01 migrar do ambiente de teste para o de produção;"30/01/2019";"14/02/2019";"01/03/2017";0
23163;17;GSAN;Atendimento;Inserir mês de referência na planilha do IRSE;"30/01/2019";"21/02/2019";"01/03/2017";0
23164;17;GSAN;Atendimento;Redução do mês de referência na planilha IRSE;"30/01/2019";"11/04/2019";"01/03/2017";0
23165;3;Alpha;Atendimento;[Logins Alpha] - GNR's;"30/01/2019";;"01/03/2017";0
23166;28;SIC;Atendimento;Padronização - nomes dos indicadores do IDEP no Portal de Suprimentos;"30/01/2019";;"01/03/2017";0
23167;28;SIC;Atendimento;SISTEMA PARA COMPUTAR AS HORAS DE TREINAMENTO E CAPACITAÇÃO DOS EMPREGADOS;"30/01/2019";"14/03/2019";"01/03/2017";0
23168;17;GSAN;Atendimento;ajustes de nos quantitativos de OS nas unidades;"30/01/2019";"14/02/2019";"01/03/2017";0
23169;17;GSAN;Atendimento;Informações Arrecadação - Petrolina;"30/01/2019";;"01/03/2017";0
23170;39;GABI;Atendimento;GABI Projetos;"30/01/2019";"27/02/2019";"01/03/2017";0
23171;39;GABI;Atendimento;GABI Projetos PDF;"30/01/2019";;"01/03/2017";0
23172;17;GSAN;Atendimento;Processo 190 - GER. RESUMO DIARIO NEGATIVACAO PARTE 2;"30/01/2019";"06/02/2019";"01/03/2017";0
23173;17;GSAN;Atendimento;ajuste na caixa  PROJETO ÁGUAS DA COMPESA;"31/01/2019";"08/04/2019";"01/03/2017";0
23174;17;GSAN;Atendimento;RD 12/2016 - AJUSTE NA PARAMETRIZAÇÃO NO GSAN;"31/01/2019";"06/02/2019";"01/03/2017";0
23175;61;SIG - Sistema Informações Gerenciais;Atendimento;Incluir Informações na Query de Faturas em Revisão;"31/01/2019";"20/02/2019";"01/03/2017";0
23176;17;GSAN;Atendimento;Excluir Contas da Tabela de Negativação;"31/01/2019";;"01/03/2017";0
23177;17;GSAN;Atendimento;Categorias e subcategorias conta fixa;"31/01/2019";"06/05/2019";"01/03/2017";0
23178;77;GIS Compesa;Evoluções e Novos Projetos;Criar rotina de geração de relatórios para técnicos de geoprocessamento;"31/01/2019";;"01/03/2017";0
23179;77;GIS Compesa;Atendimento;Validação de Dados - integração do Sistema GIS da BRK com o GISCOMP;"31/01/2019";"10/05/2019";"01/03/2017";0
23180;77;GIS Compesa;Evoluções e Novos Projetos;Criação de gerador automático de relatórios para atividades dos espacialistas;"31/01/2019";;"01/03/2017";0
23181;17;GSAN;Atendimento;Excluir da tarifa social;"31/01/2019";"11/04/2019";"01/03/2017";0
23182;17;GSAN;Atendimento;"6 - GERAR DOCUMENTO DE COBRANCA - EVENTUAL (CORTE FISICO)";"31/01/2019";"04/02/2019";"01/03/2017";0
23183;17;GSAN;Corretiva;"Erro ao ""Aprovar"" a alteração da ligação dos imóveis no Virtual II";"31/01/2019";"14/02/2019";"01/03/2017";0
23184;17;GSAN;Atendimento;Erro ao gerar roteiro de Fiscalização;"31/01/2019";"01/02/2019";"01/03/2017";0
23185;17;GSAN;Atendimento;liberação de alguns clientes no GSANEOS;"01/02/2019";"05/02/2019";"01/03/2017";0
23186;28;SIC;Atendimento;Título T793867 não importado do Alpha;"01/02/2019";"27/02/2019";"01/03/2017";0
23187;77;GIS Compesa;Atendimento;MAPA DA LOCALIDADE PEIXINHOS - DRM;"01/02/2019";"25/02/2019";"01/03/2017";0
23188;77;GIS Compesa;Evoluções e Novos Projetos;Reestruturação do Banco;"01/02/2019";"20/03/2019";"01/03/2017";0
23189;3;Alpha;Atendimento;Criação de Login de Rede -;"01/02/2019";"27/02/2019";"01/03/2017";0
23190;17;GSAN;Atendimento;Inclusão de Planilha de Adimplência do Publico no SIG;"01/02/2019";;"01/03/2017";0
23191;17;GSAN;Atendimento;Exclusão Telefones;"01/02/2019";"27/02/2019";"01/03/2017";0
23192;17;GSAN;Atendimento;Recadastramento da tarifa social;"01/02/2019";"01/02/2019";"01/03/2017";0
23193;77;GIS Compesa;Atendimento;Atualização da Camada Hidrômetro - Rede Água;"01/02/2019";"08/03/2019";"01/03/2017";0
23194;3;Alpha;Atendimento;Habilitar usuário no Alpha;"03/02/2019";"27/02/2019";"01/03/2017";0
23195;3;Alpha;Atendimento;Criação de login e senha alpha;"04/02/2019";"27/02/2019";"01/03/2017";0
23196;17;GSAN;Evolutiva;INCLUIR FILTRO DE GRUPO DE FATURAMENTO NO RELATÓRIO R1054 - Relatorio Boletim de Medicao;"04/02/2019";;"01/03/2017";0
23197;17;GSAN;Atendimento;Query - Clientes Públicos Federais - Ofício ARPE / Ministério da Economia;"04/02/2019";"11/02/2019";"01/03/2017";0
23198;28;SIC;Atendimento;PESQUISA DE CLIMA - RESPOSTAS;"04/02/2019";;"01/03/2017";0
23199;3;Alpha;Atendimento;Criação Ordem de Compra da medição do contrato OES 18140;"04/02/2019";"05/02/2019";"01/03/2017";0
23200;17;GSAN;Evolutiva;Criar ambiente de aprovação;"04/02/2019";;"01/03/2017";0
23201;17;GSAN;Evolutiva;Bloquear encerramento de Ordens de serviço de cobrança sem fotos;"04/02/2019";"15/02/2019";"01/03/2017";0
23202;77;GIS Compesa;Evoluções e Novos Projetos;Ajustes dos BD para as camadas do GIS COBRANÇA E ARRECADAÇÃO;"04/02/2019";"27/02/2019";"01/03/2017";0
23203;17;GSAN;Atendimento;Bloquear Parcelamento;"04/02/2019";;"01/03/2017";0
23204;77;GIS Compesa;Evoluções e Novos Projetos;Automatizar limpeza dos discos dos servidores;"04/02/2019";"18/02/2019";"01/03/2017";0
23205;20;SIM;Correções;Ticket Médio;"04/02/2019";"06/02/2019";"01/03/2017";0
23213;17;GSAN;Atendimento;URGENTE: AUSENCIA DE INFORMAÇÕES NA CONTA - 54240279;"05/02/2019";"18/02/2019";"01/03/2017";0
23214;3;Alpha;Atendimento;Erro Alpha;"05/02/2019";"06/02/2019";"01/03/2017";0
23215;17;GSAN;Atendimento;Complemento de informação;"05/02/2019";"27/02/2019";"01/03/2017";0
23216;3;Alpha;Atendimento;Liberação de acesso ao login no sistema Alpha;"05/02/2019";"07/02/2019";"01/03/2017";0
23217;20;SIM;Correções;Pleitos Repetidos;"05/02/2019";"15/02/2019";"01/03/2017";0
23218;17;GSAN;Atendimento;RETIFICAR CONJUNTO CONTAS CONSUMO;"05/02/2019";"11/02/2019";"01/03/2017";0
23219;17;GSAN;Atendimento;Não exclusão Negativação Mat. 57726636;"05/02/2019";"26/02/2019";"01/03/2017";0
23220;17;GSAN;Atendimento;Analisar o motivo da divergÊncia no relatorio de resumo faturamento;"05/02/2019";"06/02/2019";"01/03/2017";0
23221;20;SIM;Atendimento;Novos Ajustes nos pleitos;"05/02/2019";;"01/03/2017";0
23222;38;BI Desenvolvimento;Atendimento;Filtros - BI (Qt. Contas e Valor Débito);"05/02/2019";"07/02/2019";"01/03/2017";0
23223;3;Alpha;Atendimento;Espelhar Redmine de número 21002 para o SMC (setor de medição e controle);"05/02/2019";"07/02/2019";"01/03/2017";0
23224;77;GIS Compesa;Evoluções e Novos Projetos;Desenvolvimento - GIS HIDROMETRIA;"05/02/2019";;"01/03/2017";0
23225;72;Gestão de Normativos;Atendimento;norma passando da margem;"05/02/2019";;"01/03/2017";0
23226;17;GSAN;Atendimento;"6 - GERAR DOCUMENTO DE COBRANCA - EVENTUAL (CARTA NEGOCIACAO)";"05/02/2019";"06/02/2019";"01/03/2017";0
23227;3;Alpha;Atendimento;errro de solicitação de compra via projeto;"05/02/2019";"08/03/2019";"01/03/2017";0
23228;17;GSAN;Corretiva;ajuste no Gsaneos;"06/02/2019";;"01/03/2017";0
23229;28;SIC;Correções;Despesas Reembolsáveis não importadas do ALPHA para o SIC;"06/02/2019";"07/02/2019";"01/03/2017";0
23230;17;GSAN;Evoluções e Novos Projetos;Encerramento de ordens e registros de atendimento;"06/02/2019";"15/05/2019";"01/03/2017";0
23231;72;Gestão de Normativos;Atendimento;bloquear possibilidade de selecionar a mesma área mais de uma vez;"06/02/2019";;"01/03/2017";0
23232;17;GSAN;Atendimento;RA - GERAR O.S DE FISCALIZAÇÃO;"06/02/2019";"06/02/2019";"01/03/2017";0
23233;77;GIS Compesa;Correções;Verificar possíveis erros nos valores de ARRECADAÇÃO e FATURAMENTO do GISCOMP;"06/02/2019";"11/02/2019";"01/03/2017";0
23234;17;GSAN;Atendimento;ERRO SALA VIRTUAL - Imovel 12509820;"06/02/2019";"14/05/2019";"01/03/2017";0
